RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"Lafayette-West Lafayette, IN",IN,211,753895,128021,128283,128465,128813,129430,130089,130479,130618,130638,130865,131307,131893,132644,133215,133800,134187,134690,135117,135717,136381,137435,138476,139438,139958,140227,140548,141077,141630,142188,142911,143818,144820,145560,146179,146663,147358,148314,149531,150798,151748,152478,152994,153900,154533,155048,155393,156090,156881,157618,158087,158587,159590,160809,161969,162605,163637,164776,165950,166814,167755,168768,169893,170970,171867,172764,173843,175147,176303,177538,178916
"Bellingham, WA",WA,212,394378,275691,277200,278828,281148,283438,285106,284722,285605,286280,289086,291885,295940,298616,299970,300338,300824,302326,304336,307388,309379,312725,315464,318622,320748,323500,327131,331813,336406,340303,343275,346891,350962,353998,355196,356708,359307,360635,362610,364736,369452,373642,378723,382073,384891,386894,390527,393149,394097,396388,399714,403260,404472,405584,408177,410898,412252,413915,414377,416318,418244,421140,422862,424390,426801,430119,432407,435711,440746,446574,453451
"Lake Havasu City, AZ",AZ,213,394765,170621,170747,171440,173262,174573,175261,176012,177527,178884,179252,179520,180322,181913,182594,183205,182973,183270,183839,184869,185634,186375,187588,188891,189853,190157,191359,192815,194517,196333,197839,199017,199679,200712,202212,203793,205271,206832,208030,209391,211491,213378,215440,216872,219214,221475,223314,225452,227287,228823,229834,231081,232102,233725,235602,238090,239713,240490,241152,241439,242475,244209,246516,248686,250849,252833,254834,257038,259901,263741,268131
"Saginaw, MI",MI,214,395047,72831,72604,72600,72399,72645,72971,73608,74237,74573,74660,74363,73881,73291,72965,72711,72811,72475,72500,72405,72462,72489,73000,73896,75113,76068,76986,77829,78957,80325,81544,82465,83212,83911,84356,84657,84912,85501,85813,86071,85745,85621,85313,85648,85882,86121,86272,86681,87688,88611,89590,90178,90865,91259,92216,92764,93551,93999,94684,95223,95260,95354,95599,96274,97168,98225,99007,99909,100773,102008,103248
"Lake Charles, LA",LA,215,394763,165275,162178,159285,159238,159790,161450,162097,163418,164630,166526,167274,168355,169877,171874,172918,173673,174245,175538,176935,178183,179509,180099,180805,181772,183968,185717,187063,187701,188376,188912,189068,189640,190000,190191,190221,189995,190092,190231,190758,190568,190696,190842,191100,190751,190686,190717,190911,191016,190406,189505,188547,189100,190512,191630,191668,190616,190232,190592,191326,191388,191620,192079,192448,192120,190930,189909,189637,190321,190314,189656
"Johnson City, TN",TN,216,394726,124205,124316,124201,124342,124335,124531,124648,124885,125124,125410,125611,126083,126811,127605,128299,128667,129003,129396,129779,130170,130637,131156,131737,132159,132400,132562,132893,133559,134453,135137,135753,136384,137159,137959,138652,139063,139631,140337,141114,141515,141734,142246,143069,143717,144048,144403,144906,145604,145947,146178,146455,146910,147424,147924,148207,148723,149088,149648,150052,150665,151375,152121,152763,153397,154033,154587,155180,155692,156464,157077
"Elkhart, IN",IN,217,394565,122354,122954,124101,125155,126363,127262,128197,128998,129748,130708,131831,132565,133016,132908,133288,133436,133937,133768,133766,133954,134647,135418,136363,137615,139229,141105,141504,141715,141268,142313,142961,143523,143806,144311,144648,145110,145300,145676,146792,148396,150619,151777,153215,154128,154937,155436,156270,157769,159131,159903,160260,160373,160353,160809,161194,162486,163431,164457,165001,165082,165558,166407,167563,168779,169991,171146,172364,173225,174562,176057
"Yuma, AZ",AZ,218,395247,129101,129328,128738,128568,129106,130035,131539,132925,133589,133640,133955,133113,132488,131925,132528,133946,134618,134897,134570,134246,134724,135442,136110,137238,139167,141177,142088,141694,141848,142285,143062,143311,144028,144957,145917,146584,146738,146988,147973,148931,149804,150357,151535,152784,153390,153589,153457,152664,151668,152192,153990,155859,156651,156716,157080,157470,157991,158309,159104,160666,162700,163582,163446,163698,164977,167158,168950,170997,173338,176204
"Racine, WI",WI,219,395011,119333,119802,120277,120580,120637,120635,120614,120390,120267,120040,120358,120382,120561,120681,120904,121443,122093,122846,123568,124456,125445,126524,127069,127998,128592,129505,130178,130959,131767,132739,133711,134658,135293,136073,136972,137888,138922,139922,140994,142053,143185,144295,145254,146197,147337,148378,149624,151003,152429,153774,154977,156176,156854,157110,157313,157734,158271,158842,159200,159342,159459,159607,159902,160190,160840,161790,162869,163799,164630,165486
"Athens, GA",GA,220,394346,149693,150281,151052,151460,151886,152367,152879,153542,154114,155043,155634,156404,156862,157401,157863,158733,159782,160667,161407,162276,163087,163130,163094,163110,164277,165902,167739,169283,170463,171528,172754,173592,175184,177657,180370,182534,182937,183216,183437,184658,186020,187589,189026,190758,191751,192248,193354,194462,196124,196812,198366,199429,200728,201690,202737,203494,204674,206160,207298,208434,209764,211832,213177,214418,215455,216673,217856,219202,220418,221457
"Torrington, CT",CT,221,395162,227310,229586,230519,230420,230231,231092,231321,231888,231552,231731,231666,231645,231160,230389,230603,230777,230855,230689,230566,231147,231140,231967,232462,232783,232265,232114,232189,232955,234011,234972,236397,236866,237935,238330,239263,240489,241659,242192,241972,241556,241567,242210,243020,243600,243554,243238,242840,242301,242395,242734,243967,245191,246270,246384,246005,245760,245501,245381,245470,246099,246698,247585,248369,249459,250763,252904,255633,258968,262968,267618
"St. Cloud, MN",MN,222,395118,167089,165760,165227,165200,166648,167556,167985,168369,168751,169915,171528,173543,175193,176699,177141,177153,176566,177035,178321,179621,180372,180768,181049,181406,182089,183258,184739,186123,187199,188066,188691,189520,190306,191008,191815,192363,193011,194417,195819,197205,198094,198874,199579,200033,201180,202636,204207,205655,206765,207341,207153,207341,207746,208831,209764,210351,211061,211200,211455,211540,212099,212612,213724,214645,215802,216569,217592,219051,220184,221745
"Hilton Head Island, SC",SC,223,394681,262053,263661,265285,265969,266327,266654,267871,268898,269364,269502,269778,271309,273091,274662,276458,278373,280282,281467,281925,282002,282453,283338,284392,284850,284565,284064,282831,282160,282170,283069,284033,284951,285605,286402,287291,288025,289058,289809,291030,292001,292898,294372,295873,297537,298898,300018,300965,301535,301528,301260,301598,302890,304242,304822,304998,305237,305179,305169,305232,306072,307388,309162,310473,311170,311845,312816,314263,315783,317909,320251
"Bloomington, IL",IL,224,753869,145467,145279,144996,145061,144930,145349,145439,145501,145574,145583,145001,144581,144625,144926,144906,144701,144804,144880,144872,144942,145067,145265,145405,145652,145472,145929,146759,147196,147108,146632,146818,146925,147075,147211,147750,148072,148445,148001,147729,147798,148077,148407,148379,148342,147965,147556,147193,147153,147180,147191,147080,146927,147099,147300,147582,147636,147901,148174,148495,148677,148859,149350,149842,150339,150638,151018,151432,152093,152805,153588
"Hilo, HI",HI,225,394680,308857,309113,312244,312579,311050,307548,305897,304473,305043,307048,309385,312416,314286,316700,317934,320280,322822,325896,328300,331245,333799,333926,334014,334161,336207,337736,339512,341673,343167,344132,343768,343803,343522,344805,346054,347423,347152,347133,345612,344325,343865,344610,346175,345915,345834,345305,346269,347542,350577,353031,356336,356545,356906,356716,358909,362162,365223,367019,367259,367407,367384,367871,368550,371547,374254,376975,377822,378778,380040,382479
"Panama City, FL",FL,226,394960,178774,178852,179873,180512,180946,180606,180925,181281,182319,182891,183631,184338,185172,185840,186296,187491,188974,190434,191288,191961,192111,192550,192465,192792,193346,194186,194977,195730,196436,197220,198176,199655,201229,201520,202672,203990,206102,207666,209225,211039,212728,214480,215683,216946,218156,220607,221355,221559,218969,217724,216472,217145,217955,219027,220393,221495,222592,223126,224513,226135,229630,232302,234976,235971,236910,237599,238346,239192,240057,240956
"Kingston, NY",NY,227,394748,211853,212677,213950,214437,215236,215432,214101,213040,211791,212377,212543,212217,211603,210875,209988,208282,206501,205277,205912,206707,207702,207802,208788,210001,210641,211290,212571,215173,217458,218851,219304,220348,221716,222743,222576,222458,223066,224403,224373,224519,225836,229114,232805,234643,235355,236266,238216,240556,242072,243587,246107,248917,251028,251153,250794,250309,250621,250829,251356,251864,252923,253818,254801,255519,256560,258616,261318,265325,269629,274451
"Daphne, AL",AL,228,394519,164646,165262,165930,166499,167064,167802,168528,169287,170009,170419,170775,171174,171925,172694,173339,174034,174644,175060,175171,175292,175600,176037,176500,177090,177104,177196,177212,178147,178697,179361,179777,180514,181278,182496,183894,185198,186752,188373,190215,191139,192959,194940,198587,201512,204322,206139,207619,208712,209664,210624,211633,212458,213067,213935,214538,215096,215073,215309,216037,217564,219026,220473,221849,223737,225513,227108,228231,229867,232181,234874
"Gainesville, GA",GA,229,394623,173209,172535,171698,172208,173374,174389,175631,176694,177982,179089,179849,180577,181943,183382,185137,186189,187361,188768,189873,190812,191193,191997,192757,193838,195275,197194,198366,199307,199746,200942,202657,204356,205791,206663,208322,209136,210076,210497,212347,214089,216368,217056,217941,218451,219722,221076,222348,224310,225149,226079,226155,226753,226850,227743,228511,229642,230247,230865,231135,231390,232455,233665,235036,236236,237762,239402,241051,242748,244705,246889
"Warner Robins, GA",GA,230,395202,127432,127445,127431,127564,127500,127399,126759,125756,124490,123730,123423,123646,124076,124504,124516,124121,123901,123731,123907,124235,124789,125136,125529,125417,125101,124576,124585,125015,125572,126274,127039,127896,128820,129587,130130,130688,131366,132176,132816,133435,133987,134484,134980,135491,135918,136483,137146,137948,138693,139352,140038,140498,140905,141256,141653,142111,142624,143096,143526,143924,144404,144945,145465,146110,146819,147590,148327,149016,149718,150465
"Blacksburg, VA",VA,231,394392,162515,162794,162819,162741,162619,162639,162981,163373,163826,164075,164321,164453,164609,164740,164960,165265,165501,165905,166285,166701,167016,167401,167911,168476,168960,169355,169809,170327,170867,171392,171935,172519,173134,173853,174843,175822,176623,177101,177527,178037,178527,178977,179260,179581,179991,180648,181663,182772,183940,185048,186151,187236,188261,189228,190236,191299,192365,192775,192524,192116,192119,192374,192680,192988,193386,193872,194431,194952,195467,196389
"Jacksonville, NC",NC,232,394716,145191,145222,145289,145120,144706,144123,144177,144216,144371,144128,143864,143072,142534,141893,141797,141766,142067,142256,142037,141907,141751,142142,142464,142808,142782,142833,142884,143105,143497,143996,144583,144959,145569,146219,147039,148052,149095,150292,150970,151600,152095,152945,153866,154943,155825,156340,157032,158117,159631,161110,162359,164037,165526,167233,168306,169106,169679,170552,171394,171794,171960,172091,172714,173033,173562,173731,174365,175178,176226,177222
"Redding, CA",CA,233,395018,213571,215747,218390,221254,223386,224456,225428,226389,227787,228226,228639,229448,230862,231808,231414,231326,231868,233609,234250,235509,235828,237044,238191,239525,240951,242378,244684,246783,248676,250350,251755,252475,253546,254519,256101,256998,257903,258274,259338,260321,261508,261620,261856,262361,263398,264906,266162,267235,268853,270910,272494,273230,274682,277867,280051,280813,280480,280166,279989,279797,280027,280397,280921,282528,283826,284666,286622,290046,294395,298973
"Monroe, LA",LA,234,394872,122138,123030,123954,124153,124399,124759,125227,125751,125978,126254,126442,126925,127158,127313,127487,127769,128202,128431,128735,128758,129041,129304,129821,130259,130719,131145,131424,131652,131839,131979,132126,132234,132533,132649,132716,132823,132772,132809,132770,133136,133470,133805,133880,134162,134255,134680,134886,134728,134499,134309,134619,134897,135341,135651,135865,135694,135438,135094,134906,135105,135486,135850,135968,135999,136002,136200,136681,137458,138439,139458
"Joplin, MO",MO,235,394729,94456,95315,95990,96508,97070,97627,98340,98708,98886,98881,98635,98461,98548,98745,99048,99185,99423,99653,99658,99895,100206,100754,101352,101815,101899,101982,102097,102563,102981,103473,103961,104412,104873,105215,105602,105980,106616,107104,107780,108380,109162,109865,110652,111586,112274,112659,112513,112168,112210,112328,113184,114054,115320,116275,117076,117932,118827,120432,122419,124954,126918,128969,130323,131665,132623,133933,135385,136734,138185,139187
"El Centro, CA",CA,236,394559,134642,136616,138500,139229,139863,140393,141158,140512,139499,138041,138026,138595,139653,142001,143628,145631,145926,146630,147033,148449,149256,150086,151290,151737,151817,151176,152290,152900,154340,154375,154161,153458,154199,155542,156168,157520,158675,159661,159169,160257,161962,163719,164394,165770,167318,168842,169619,169434,169025,168627,169038,170307,171430,172532,173103,172574,170878,169918,170147,171719,172984,174594,176188,176589,176844,177587,179622,182505,186236,189499
"Terre Haute, IN",IN,237,395151,79463,79653,79811,79901,80008,80141,80271,80459,80650,80798,80926,81099,81283,81453,81621,81844,82120,82343,82556,82644,82709,82853,83038,83242,83380,83583,83832,84091,84339,84665,85034,85457,85926,86471,87018,87520,88057,88636,89174,89669,90128,90592,91011,91449,91873,92105,92397,92705,93155,93532,93941,94346,94700,95001,95342,95680,95981,96168,96248,96320,96404,96509,96609,96746,96955,97199,97434,97662,97926,98368
"Muskegon, MI",MI,238,394896,93468,94099,94883,95915,96941,97787,98648,98903,99183,99106,99616,100193,101055,101830,102558,103264,103736,104432,104954,105865,106705,107884,108837,109570,110032,110338,110773,111581,112754,113746,114677,115536,116570,117657,118600,119662,120805,122145,123725,124626,125660,126545,128073,129377,130748,131829,133186,134547,136013,137064,137790,138780,139509,140260,140482,141191,141880,142831,143593,144376,145095,146132,147321,148632,150052,151638,153395,154972,156592,158249
